90045 silly lifecycle debug@2.6.3~preinstall: no script for preinstall, continuing
92918 silly linkStuff vinyl@0.2.3 has /Users/elaineo/Documents/etherwallet/node_modules/gulp-clean/node_modules as its parent node_modules
92919 verbose linkBins vinyl@0.2.3
92920 verbose linkMans vinyl@0.2.3
92921 silly build xtend@3.0.0
92922 info linkStuff xtend@3.0.0
92923 silly linkStuff xtend@3.0.0 has /Users/elaineo/Documents/etherwallet/node_modules/gulp-clean/node_modules as its parent node_modules
92924 verbose linkBins xtend@3.0.0
92925 verbose linkMans xtend@3.0.0
92926 silly build clone-stats@1.0.0
92927 info linkStuff clone-stats@1.0.0
92928 silly linkStuff clone-stats@1.0.0 has /Users/elaineo/Documents/etherwallet/node_modules/gulp-concat/node_modules as its parent node_modules
92929 verbose linkBins clone-stats@1.0.0
92930 verbose linkMans clone-stats@1.0.0
92931 silly build replace-ext@1.0.0
92932 info linkStuff replace-ext@1.0.0
92933 silly linkStuff replace-ext@1.0.0 has /Users/elaineo/Documents/etherwallet/node_modules/gulp-concat/node_modules as its parent node_modules
92934 verbose linkBins replace-ext@1.0.0
92935 verbose linkMans replace-ext@1.0.0
92936 silly build balanced-match@0.2.1
92937 info linkStuff balanced-match@0.2.1
92938 silly linkStuff balanced-match@0.2.1 has /Users/elaineo/Documents/etherwallet/node_modules/gulp-file-include/node_modules as its parent node_modules
92939 verbose linkBins balanced-match@0.2.1
92940 verbose linkMans balanced-match@0.2.1
92941 silly build ansi-regex@0.2.1
92942 info linkStuff ansi-regex@0.2.1
92943 silly linkStuff ansi-regex@0.2.1 has /Users/elaineo/Documents/etherwallet/node_modules/gulp-include/node_modules as its parent node_modules
92944 verbose linkBins ansi-regex@0.2.1
92945 verbose linkMans ansi-regex@0.2.1
92946 silly build ansi-styles@1.1.0
92947 info linkStuff ansi-styles@1.1.0
92948 silly linkStuff ansi-styles@1.1.0 has /Users/elaineo/Documents/etherwallet/node_modules/gulp-include/node_modules as its parent node_modules
92949 verbose linkBins ansi-styles@1.1.0
92950 verbose linkMans ansi-styles@1.1.0
92951 silly build has-ansi@0.1.0
92952 info linkStuff has-ansi@0.1.0
92953 silly linkStuff has-ansi@0.1.0 has /Users/elaineo/Documents/etherwallet/node_modules/gulp-include/node_modules as its parent node_modules
92954 verbose linkBins has-ansi@0.1.0
92955 verbose linkBins [ { 'has-ansi': 'cli.js' },
92955 verbose linkBins   '/Users/elaineo/Documents/etherwallet/node_modules/gulp-include/node_modules/.bin',
92955 verbose linkBins   false ]
92956 verbose linkMans has-ansi@0.1.0
92957 silly gentlyRm /Users/elaineo/Documents/etherwallet/node_modules/gulp-include/node_modules/.bin/has-ansi is being purged
92958 verbose gentlyRm don't care about contents; nuking /Users/elaineo/Documents/etherwallet/node_modules/gulp-include/node_modules/.bin/has-ansi
92959 silly build isarray@0.0.1
92960 info linkStuff isarray@0.0.1
92961 silly linkStuff isarray@0.0.1 has /Users/elaineo/Documents/etherwallet/node_modules/gulp-include/node_modules as its parent node_modules
92962 verbose linkBins isarray@0.0.1
92963 verbose linkMans isarray@0.0.1
92964 silly build lodash._reinterpolate@2.4.1
92965 info linkStuff lodash._reinterpolate@2.4.1
92966 silly linkStuff lodash._reinterpolate@2.4.1 has /Users/elaineo/Documents/etherwallet/node_modules/gulp-include/node_modules as its parent node_modules
92967 verbose linkBins lodash._reinterpolate@2.4.1
92968 verbose linkMans lodash._reinterpolate@2.4.1
92969 silly build minimist@0.2.0
92970 info linkStuff minimist@0.2.0
92971 silly linkStuff minimist@0.2.0 has /Users/elaineo/Documents/etherwallet/node_modules/gulp-include/node_modules as its parent node_modules
92972 verbose linkBins minimist@0.2.0
92973 verbose linkMans minimist@0.2.0
92974 silly build strip-ansi@0.3.0
92975 info linkStuff strip-ansi@0.3.0
92976 silly linkStuff strip-ansi@0.3.0 has /Users/elaineo/Documents/etherwallet/node_modules/gulp-include/node_modules as its parent node_modules
92977 verbose linkBins strip-ansi@0.3.0
92978 verbose linkBins [ { 'strip-ansi': 'cli.js' },
92978 verbose linkBins   '/Users/elaineo/Documents/etherwallet/node_modules/gulp-include/node_modules/.bin',
92978 verbose linkBins   false ]
92979 verbose linkMans strip-ansi@0.3.0
92980 silly gentlyRm /Users/elaineo/Documents/etherwallet/node_modules/gulp-include/node_modules/.bin/strip-ansi is being purged
92981 verbose gentlyRm don't care about contents; nuking /Users/elaineo/Documents/etherwallet/node_modules/gulp-include/node_modules/.bin/strip-ansi
92982 silly build supports-color@0.2.0
92983 info linkStuff supports-color@0.2.0
92984 silly linkStuff supports-color@0.2.0 has /Users/elaineo/Documents/etherwallet/node_modules/gulp-include/node_modules as its parent node_modules
92985 verbose linkBins supports-color@0.2.0
92986 verbose linkBins [ { 'supports-color': 'cli.js' },
92986 verbose linkBins   '/Users/elaineo/Documents/etherwallet/node_modules/gulp-include/node_modules/.bin',
92986 verbose linkBins   false ]
92987 verbose linkMans supports-color@0.2.0
92988 silly gentlyRm /Users/elaineo/Documents/etherwallet/node_modules/gulp-include/node_modules/.bin/supports-color is being purged
92989 verbose gentlyRm don't care about contents; nuking /Users/elaineo/Documents/etherwallet/node_modules/gulp-include/node_modules/.bin/supports-color
92990 silly build chalk@0.5.1
92991 info linkStuff chalk@0.5.1
92992 silly linkStuff chalk@0.5.1 has /Users/elaineo/Documents/etherwallet/node_modules/gulp-include/node_modules as its parent node_modules
92993 verbose linkBins chalk@0.5.1
92994 verbose linkMans chalk@0.5.1
92995 silly build vinyl@0.2.3
92996 info linkStuff vinyl@0.2.3
92997 silly linkStuff vinyl@0.2.3 has /Users/elaineo/Documents/etherwallet/node_modules/gulp-include/node_modules as its parent node_modules
92998 verbose linkBins vinyl@0.2.3
92999 verbose linkMans vinyl@0.2.3
93000 silly build xtend@3.0.0
93001 info linkStuff xtend@3.0.0
93002 silly linkStuff xtend@3.0.0 has /Users/elaineo/Documents/etherwallet/node_modules/gulp-include/node_modules as its parent node_modules
93003 verbose linkBins xtend@3.0.0
93004 verbose linkMans xtend@3.0.0
93005 silly build isarray@0.0.1
93006 info linkStuff isarray@0.0.1
93007 silly linkStuff isarray@0.0.1 has /Users/elaineo/Documents/etherwallet/node_modules/gulp-notify/node_modules as its parent node_modules
93008 verbose linkBins isarray@0.0.1
93009 verbose linkMans isarray@0.0.1
93010 silly build async@1.5.2
93011 info linkStuff async@1.5.2
93012 silly linkStuff async@1.5.2 has /Users/elaineo/Documents/etherwallet/node_modules/gulp-shell/node_modules as its parent node_modules
93013 verbose linkBins async@1.5.2
93014 verbose linkMans async@1.5.2
93015 silly build lodash@4.17.4
93016 info linkStuff lodash@4.17.4
93017 silly linkStuff lodash@4.17.4 has /Users/elaineo/Documents/etherwallet/node_modules/gulp-shell/node_modules as its parent node_modules
93018 verbose linkBins lodash@4.17.4
93019 verbose linkMans lodash@4.17.4
93020 silly build lodash@3.10.1
93021 info linkStuff lodash@3.10.1
93022 silly linkStuff lodash@3.10.1 has /Users/elaineo/Documents/etherwallet/node_modules/gulp-template/node_modules as its parent node_modules
93023 verbose linkBins lodash@3.10.1
93024 verbose linkMans lodash@3.10.1
93025 silly build lodash@4.17.4
93026 info linkStuff lodash@4.17.4
93027 silly linkStuff lodash@4.17.4 has /Users/elaineo/Documents/etherwallet/node_modules/gulp-uglify/node_modules as its parent node_modules
93028 verbose linkBins lodash@4.17.4
93029 verbose linkMans lodash@4.17.4
93030 silly build object-assign@3.0.0
93031 info linkStuff object-assign@3.0.0
93032 silly linkStuff object-assign@3.0.0 has /Users/elaineo/Documents/etherwallet/node_modules/gulp-util/node_modules as its parent node_modules
93033 verbose linkBins object-assign@3.0.0
93034 verbose linkMans object-assign@3.0.0
93035 silly build har-schema@1.0.5
93036 info linkStuff har-schema@1.0.5
93037 silly linkStuff har-schema@1.0.5 has /Users/elaineo/Documents/etherwallet/node_modules as its parent node_modules
93038 verbose linkBins har-schema@1.0.5
93039 verbose linkMans har-schema@1.0.5
93040 silly build has@1.0.1
93041 info linkStuff has@1.0.1
93042 silly linkStuff has@1.0.1 has /Users/elaineo/Documents/etherwallet/node_modules as its parent node_modules
93043 verbose linkBins has@1.0.1
93044 verbose linkMans has@1.0.1
93045 silly build colormin@1.1.2
93046 info linkStuff colormin@1.1.2
93047 silly linkStuff colormin@1.1.2 has /Users/elaineo/Documents/etherwallet/node_modules as its parent node_modules
93048 verbose linkBins colormin@1.1.2
93049 verbose linkMans colormin@1.1.2
93050 silly build has-ansi@2.0.0
93051 info linkStuff has-ansi@2.0.0
93052 silly linkStuff has-ansi@2.0.0 has /Users/elaineo/Documents/etherwallet/node_modules as its parent node_modules
93053 verbose linkBins has-ansi@2.0.0
93054 verbose linkMans has-ansi@2.0.0
93055 silly build has-flag@1.0.0
93056 info linkStuff has-flag@1.0.0
93057 silly linkStuff has-flag@1.0.0 has /Users/elaineo/Documents/etherwallet/node_modules as its parent node_modules
93058 verbose linkBins has-flag@1.0.0
93059 verbose linkMans has-flag@1.0.0
93060 silly build has-unicode@2.0.1
93061 info linkStuff has-unicode@2.0.1
93062 silly linkStuff has-unicode@2.0.1 has /Users/elaineo/Documents/etherwallet/node_modules as its parent node_modules
93063 verbose linkBins has-unicode@2.0.1
93064 verbose linkMans has-unicode@2.0.1
93065 silly build hoek@2.16.3
93066 info linkStuff hoek@2.16.3
93067 silly linkStuff hoek@2.16.3 has /Users/elaineo/Documents/etherwallet/node_modules as its parent node_modules
93068 verbose linkBins hoek@2.16.3
93069 verbose linkMans hoek@2.16.3
93070 silly build boom@2.10.1
93071 info linkStuff boom@2.10.1
93072 silly linkStuff boom@2.10.1 has /Users/elaineo/Documents/etherwallet/node_modules as its parent node_modules
93073 verbose linkBins boom@2.10.1
93074 verbose linkMans boom@2.10.1
93075 silly build cryptiles@2.0.5
93076 info linkStuff cryptiles@2.0.5
93077 silly linkStuff cryptiles@2.0.5 has /Users/elaineo/Documents/etherwallet/node_modules as its parent node_modules
93078 verbose linkBins cryptiles@2.0.5
93079 verbose linkMans cryptiles@2.0.5
93080 silly build hosted-git-info@2.4.1
93081 info linkStuff hosted-git-info@2.4.1
93082 silly linkStuff hosted-git-info@2.4.1 has /Users/elaineo/Documents/etherwallet/node_modules as its parent node_modules
93083 verbose linkBins hosted-git-info@2.4.1
93084 verbose linkMans hosted-git-info@2.4.1
93085 silly build html-comment-regex@1.1.1
93086 info linkStuff html-comment-regex@1.1.1
93087 silly linkStuff html-comment-regex@1.1.1 has /Users/elaineo/Documents/etherwallet/node_modules as its parent node_modules
93088 verbose linkBins html-comment-regex@1.1.1
93089 verbose linkMans html-comment-regex@1.1.1
93090 silly build htmlescape@1.1.1
93091 info linkStuff htmlescape@1.1.1
93092 silly linkStuff htmlescape@1.1.1 has /Users/elaineo/Documents/etherwallet/node_modules as its parent node_modules
93093 verbose linkBins htmlescape@1.1.1
93094 verbose linkMans htmlescape@1.1.1
93095 silly build https-browserify@0.0.1
93096 info linkStuff https-browserify@0.0.1
93097 silly linkStuff https-browserify@0.0.1 has /Users/elaineo/Documents/etherwallet/node_modules as its parent node_modules
93098 verbose linkBins https-browserify@0.0.1
93099 verbose linkMans https-browserify@0.0.1
93100 silly build iconv-lite@0.4.15
93101 info linkStuff iconv-lite@0.4.15
93102 silly linkStuff iconv-lite@0.4.15 has /Users/elaineo/Documents/etherwallet/node_modules as its parent node_modules
93103 verbose linkBins iconv-lite@0.4.15
93104 verbose linkMans iconv-lite@0.4.15
93105 silly build ieee754@1.1.8
93106 info linkStuff ieee754@1.1.8
93107 silly linkStuff ieee754@1.1.8 has /Users/elaineo/Documents/etherwallet/node_modules as its parent node_modules
93108 verbose linkBins ieee754@1.1.8
93109 verbose linkMans ieee754@1.1.8
93110 silly build buffer@2.1.13
93111 info linkStuff buffer@2.1.13
93112 silly linkStuff buffer@2.1.13 has /Users/elaineo/Documents/etherwallet/node_modules/gulp-browserify/node_modules as its parent node_modules
93113 verbose linkBins buffer@2.1.13
93114 verbose linkMans buffer@2.1.13
93115 silly build image-size@0.5.1
93116 info linkStuff image-size@0.5.1
93117 silly linkStuff image-size@0.5.1 has /Users/elaineo/Documents/etherwallet/node_modules as its parent node_modules
93118 verbose linkBins image-size@0.5.1
93119 verbose linkBins [ { 'image-size': 'bin/image-size.js' },
93119 verbose linkBins   '/Users/elaineo/Documents/etherwallet/node_modules/.bin',
93119 verbose linkBins   false ]
93120 verbose linkMans image-size@0.5.1
93121 silly gentlyRm /Users/elaineo/Documents/etherwallet/node_modules/.bin/image-size is being purged
93122 verbose gentlyRm don't care about contents; nuking /Users/elaineo/Documents/etherwallet/node_modules/.bin/image-size
93123 silly build indexes-of@1.0.1
93124 info linkStuff indexes-of@1.0.1
93125 silly linkStuff indexes-of@1.0.1 has /Users/elaineo/Documents/etherwallet/node_modules as its parent node_modules
93126 verbose linkBins indexes-of@1.0.1
93127 verbose linkMans indexes-of@1.0.1
93128 silly build indexof@0.0.1
93129 info linkStuff indexof@0.0.1
93130 silly linkStuff indexof@0.0.1 has /Users/elaineo/Documents/etherwallet/node_modules as its parent node_modules
93131 verbose linkBins indexof@0.0.1
93132 verbose linkMans indexof@0.0.1
93133 silly build indx@0.2.3
93134 info linkStuff indx@0.2.3
93135 silly linkStuff indx@0.2.3 has /Users/elaineo/Documents/etherwallet/node_modules as its parent node_modules
93136 verbose linkBins indx@0.2.3
93137 verbose linkMans indx@0.2.3
93138 silly build inherits@2.0.3
93139 info linkStuff inherits@2.0.3
93140 silly linkStuff inherits@2.0.3 has /Users/elaineo/Documents/etherwallet/node_modules as its parent node_modules
93141 verbose linkBins inherits@2.0.3
93142 verbose linkMans inherits@2.0.3
93143 silly build cipher-base@1.0.3
93144 info linkStuff cipher-base@1.0.3
93145 silly linkStuff cipher-base@1.0.3 has /Users/elaineo/Documents/etherwallet/node_modules as its parent node_modules
93146 verbose linkBins cipher-base@1.0.3
93147 verbose linkMans cipher-base@1.0.3
93148 silly build readable-stream@1.0.34
93149 info linkStuff readable-stream@1.0.34
93150 silly linkStuff readable-stream@1.0.34 has /Users/elaineo/Documents/etherwallet/node_modules/gulp-browserify/node_modules/gulp-util/node_modules as its parent node_modules
93151 verbose linkBins readable-stream@1.0.34
93152 verbose linkMans readable-stream@1.0.34
93153 silly build through2@0.5.1
93154 info linkStuff through2@0.5.1
93155 silly linkStuff through2@0.5.1 has /Users/elaineo/Documents/etherwallet/node_modules/gulp-browserify/node_modules/gulp-util/node_modules as its parent node_modules
93156 verbose linkBins through2@0.5.1
93157 verbose linkMans through2@0.5.1
93158 silly build readable-stream@1.1.14
93159 info linkStuff readable-stream@1.1.14
93160 silly linkStuff readable-stream@1.1.14 has /Users/elaineo/Documents/etherwallet/node_modules/gulp-browserify/node_modules as its parent node_modules
93161 verbose linkBins readable-stream@1.1.14
93162 verbose linkMans readable-stream@1.1.14
93163 silly build duplexer2@0.0.2
93164 info linkStuff duplexer2@0.0.2
93165 silly linkStuff duplexer2@0.0.2 has /Users/elaineo/Documents/etherwallet/node_modules/gulp-browserify/node_modules as its parent node_modules
93166 verbose linkBins duplexer2@0.0.2
93167 verbose linkMans duplexer2@0.0.2
93168 silly build stream-browserify@0.1.3
93169 info linkStuff stream-browserify@0.1.3
93170 silly linkStuff stream-browserify@0.1.3 has /Users/elaineo/Documents/etherwallet/node_modules/gulp-browserify/node_modules as its parent node_modules
93171 verbose linkBins stream-browserify@0.1.3
93172 verbose linkMans stream-browserify@0.1.3
93173 silly build readable-stream@1.0.34
93174 info linkStuff readable-stream@1.0.34
93175 silly linkStuff readable-stream@1.0.34 has /Users/elaineo/Documents/etherwallet/node_modules/gulp-browserify/node_modules/through2/node_modules as its parent node_modules
93176 verbose linkBins readable-stream@1.0.34
